Name,X,Y,Z,ScaleX,ScaleY,ScaleZ,Rotation,CUT,FILL,AREACUT,AREAFILL,SUM
GRIDCELL,52.5,57.5,0.0,5.0,5.0,5.0,0.0,-15.4,0.0,25.0,0.0,-15.4
GRIDCELL,52.5,62.5,0.0,5.0,5.0,5.0,0.0,-32.2,0.0,25.0,0.0,-32.2
GRIDCELL,52.5,67.5,0.0,5.0,5.0,5.0,0.0,-49.0,0.0,25.0,0.0,-49.0
GRIDCELL,52.5,72.5,0.0,5.0,5.0,5.0,0.0,-65.9,0.0,25.0,0.0,-65.9
GRIDCELL,52.5,77.5,0.0,5.0,5.0,5.0,0.0,-82.7,0.0,25.0,0.0,-82.7
GRIDCELL,52.5,82.5,0.0,5.0,5.0,5.0,0.0,-68.3,0.0,25.0,0.0,-68.3
GRIDCELL,52.5,87.5,0.0,5.0,5.0,5.0,0.0,-22.6,0.0,25.0,0.0,-22.6
GRIDCELL,52.5,92.5,0.0,5.0,5.0,5.0,0.0,0.0,0.0,18.7038,6.2962,0.0
GRIDCELL,52.5,97.5,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,25.0,0.0
GRIDCELL,57.5,2.5000000000000004,0.0,5.0,5.0,5.0,0.0,0.0,0.0,25.0,0.0,0.0
GRIDCELL,57.5,7.5,0.0,5.0,5.0,5.0,0.0,0.0,5.7,12.4657,12.5343,5.7
GRIDCELL,57.5,12.5,0.0,5.0,5.0,5.0,0.0,0.0,45.6,0.0,25.0,45.6
GRIDCELL,57.5,17.5,0.0,5.0,5.0,5.0,0.0,0.0,91.3,0.0,25.0,91.3
GRIDCELL,57.5,22.5,0.0,5.0,5.0,5.0,0.0,0.0,105.7,0.0,25.0,105.7
GRIDCELL,57.5,27.5,0.0,5.0,5.0,5.0,0.0,0.0,88.9,0.0,25.0,88.9
GRIDCELL,57.5,32.5,0.0,5.0,5.0,5.0,0.0,0.0,72.0,0.0,25.0,72.0
GRIDCELL,57.5,37.5,0.0,5.0,5.0,5.0,0.0,0.0,55.2,0.0,25.0,55.2
GRIDCELL,57.5,42.5,0.0,5.0,5.0,5.0,0.0,0.0,38.4,0.0,25.0,38.4
GRIDCELL,57.5,47.5,0.0,5.0,5.0,5.0,0.0,0.0,21.6,0.0,25.0,21.6
GRIDCELL,57.5,52.5,0.0,5.0,5.0,5.0,0.0,-0.4,5.2,5.4605,19.5395,4.8
GRIDCELL,57.5,57.5,0.0,5.0,5.0,5.0,0.0,-12.1,0.0,25.0,0.0,-12.1
GRIDCELL,57.5,62.5,0.0,5.0,5.0,5.0,0.0,-28.9,0.0,25.0,0.0,-28.9
GRIDCELL,57.5,67.5,0.0,5.0,5.0,5.0,0.0,-45.7,0.0,25.0,0.0,-45.7
GRIDCELL,57.5,72.5,0.0,5.0,5.0,5.0,0.0,-62.6,0.0,25.0,0.0,-62.6
GRIDCELL,57.5,77.5,0.0,5.0,5.0,5.0,0.0,-79.4,0.0,25.0,0.0,-79.4
