Name,X,Y,Z,ScaleX,ScaleY,ScaleZ,Rotation,ELEV1,ELEV2,DELEV
POINTVOL,225.0,25.0,961.7963454894888,25.0,25.0,25.0,0.0,961.7963,961.7963,0.0
POINTVOL,225.0,50.0,965.4033541352954,25.0,25.0,25.0,0.0,965.4034,965.4034,0.0
POINTVOL,225.0,75.0,966.1604166666524,25.0,25.0,25.0,0.0,966.1604,964.4024,1.758
POINTVOL,225.0,100.0,966.1000000000163,25.0,25.0,25.0,0.0,966.1,961.31,4.79
POINTVOL,225.0,125.0,965.5000000000213,25.0,25.0,25.0,0.0,965.5,955.4015,10.0985
POINTVOL,225.0,150.0,958.3833333337983,25.0,25.0,25.0,0.0,958.3833,949.9916,8.3918
POINTVOL,225.0,175.0,951.0662000503935,25.0,25.0,25.0,0.0,951.0662,951.0662,0.0
POINTVOL,225.0,200.0,955.0626559411036,25.0,25.0,25.0,0.0,955.0627,955.0627,0.0
POINTVOL,225.0,225.0,957.7246299570246,25.0,25.0,25.0,0.0,957.7246,957.7246,0.0
POINTVOL,225.0,250.0,960.1142228898922,25.0,25.0,25.0,0.0,960.1142,960.1142,0.0
POINTVOL,225.0,275.0,960.4859119608307,25.0,25.0,25.0,0.0,960.4859,960.4859,0.0
POINTVOL,225.0,300.0,957.6122836316177,25.0,25.0,25.0,0.0,957.6123,957.6123,0.0
POINTVOL,225.0,325.0,953.962263733581,25.0,25.0,25.0,0.0,953.9623,953.9623,0.0
POINTVOL,225.0,350.0,948.4832955165923,25.0,25.0,25.0,0.0,948.4833,948.4831,0.0002
POINTVOL,250.0,0.0,958.7236530595087,25.0,25.0,25.0,0.0,958.7237,958.7237,0.0
POINTVOL,250.0,25.0,963.8902219673549,25.0,25.0,25.0,0.0,963.8902,963.8902,0.0
POINTVOL,250.0,50.0,966.1999999999903,25.0,25.0,25.0,0.0,966.2,966.9508,-0.7508
POINTVOL,250.0,75.0,966.6999999999899,25.0,25.0,25.0,0.0,966.7,966.104,0.596
POINTVOL,250.0,100.0,966.6000000000116,25.0,25.0,25.0,0.0,966.6,960.91,5.69
POINTVOL,250.0,125.0,966.000000000019,25.0,25.0,25.0,0.0,966.0,954.8116,11.1884
POINTVOL,250.0,150.0,958.8833333337997,25.0,25.0,25.0,0.0,958.8833,952.8326,6.0507
POINTVOL,250.0,175.0,954.0112163175856,25.0,25.0,25.0,0.0,954.0112,954.0112,0.0
POINTVOL,250.0,200.0,956.8630323010258,25.0,25.0,25.0,0.0,956.863,956.863,0.0
POINTVOL,250.0,225.0,959.5660524427266,25.0,25.0,25.0,0.0,959.5661,959.5661,0.0
POINTVOL,250.0,250.0,960.9902898788354,25.0,25.0,25.0,0.0,960.9903,960.9903,0.0
POINTVOL,250.0,275.0,960.7456956586718,25.0,25.0,25.0,0.0,960.7457,960.7457,0.0
POINTVOL,250.0,300.0,959.0734322532337,25.0,25.0,25.0,0.0,959.0734,959.0734,0.0
POINTVOL,250.0,325.0,955.5962941680206,25.0,25.0,25.0,0.0,955.5963,955.5963,0.0
POINTVOL,250.0,350.0,950.8659909555777,25.0,25.0,25.0,0.0,950.866,950.866,0.0
POINTVOL,275.0,0.0,960.3469050549154,25.0,25.0,25.0,0.0,960.3469,960.3469,0.0
POINTVOL,275.0,25.0,965.1003309867614,25.0,25.0,25.0,0.0,965.1003,965.1003,0.0
POINTVOL,275.0,50.0,966.8508861575916,25.0,25.0,25.0,0.0,966.8509,967.8373,-0.9865
POINTVOL,275.0,75.0,967.2458333333251,25.0,25.0,25.0,0.0,967.2458,967.568,-0.3222
POINTVOL,275.0,100.0,967.100000000014,25.0,25.0,25.0,0.0,967.1,962.8933,4.2067
POINTVOL,275.0,125.0,966.5000000000191,25.0,25.0,25.0,0.0,966.5,957.8135,8.6865
POINTVOL,275.0,150.0,959.3833333337535,25.0,25.0,25.0,0.0,959.3833,954.8886,4.4947
POINTVOL,275.0,175.0,955.6637445715875,25.0,25.0,25.0,0.0,955.6637,955.6637,0.0
POINTVOL,275.0,200.0,958.5128120106712,25.0,25.0,25.0,0.0,958.5128,958.5128,0.0
POINTVOL,275.0,225.0,960.6763596084421,25.0,25.0,25.0,0.0,960.6764,960.6764,0.0
POINTVOL,275.0,250.0,961.8391362439102,25.0,25.0,25.0,0.0,961.8391,961.8391,0.0
